nr;id;debitorennummer;anrede;vorname;name;firma;strasse;plz;ort;bereich;telefon;mobil;email;typ;beschriftung;
600;6712;;;;;Arbeitskreis Jugend und Gesellschaft;Darmstädter Str. 151;64625;Bensheim-Auerbach;;0625173970;;team@maedchenwohngruppe.de;Juhi_firmen;;
601;6715;;;;;Kreisausschuß d. Landkreises Bergstraße;Graben 15;64646;Heppenheim;;;;info@kreis-bergstrasse.de;Juhi_firmen;;
602;6716;;;;;Erziehungsberatung;Bensheimer Weg 16;64646;Heppenheim;;;;alb@caritas-bergstrasse.de;Juhi_firmen;;
603;6717;;;;;Hof Frauenhecke Fam. Aden;Auf der Juhöhe 40;64646;Heppenheim;;;;jhaden@t-online.de;Juhi_firmen;;
604;6718;;;;;Kreisausschuss des Kreises Bergstraße;Gräffstraße 5;64646;Heppenheim;;;;info@kreis-bergstrasse.de;Juhi_firmen;;
605;6720;;;;;Orbishöhe;Holzbergstr. 28;64668;Rimbach;;062539896113;;wg-hawo@die-orbishoehe.de;Juhi_firmen;;
606;13514;106502;;;;Betreutes Wohnen;Auf der Heide 7;64673;Zwingenberg;;062519334-0;;n.steigler@dieorbishoehe.de;Juhi_firmen;Orbishöhe GmbH;
607;6721;106502;;;;Die Orbishöhe gGmbH;Auf der Heide 7;64673;Zwingenberg;;0625193340;;info@die-orbishoehe.de;Juhi_firmen;Orbishöhe GmbH;
608;6723;;;;;Erbacher Regenbogenhaus GmbH;Michelstädter Straße 24;64711;Erbach;;060622501;;info@erbacher-rbh.de;Juhi_firmen;;
609;6724;;;;;Kreisausschuss des Odenwaldkreises Jugendamt;Nees-von-Esenbeck-Str. 9+11;64711;Erbach (Odenwald);;;;h.wolf@odenwaldkreis.de;Juhi_firmen;;
610;6725;;;;;Haus Tannenberg;Haisterbacherstraße 31;64711;Erbach;;;;w.mooren@haus-tannenberg.de;Juhi_firmen;;
611;6727;;;;;Jugendamt/ASD Odenwaldkreis;Michelstädter Str. 12;64711;Erbach;;;;r.simon@odenwaldkreis.de;Juhi_firmen;;
612;6730;;;;;Familienkinderhof Michelstadt gGmbH;Am Donnersberg 4;64720;Michelstadt;;;;info@familienhilfezentrum.de;Juhi_firmen;;
613;6731;;;;;Mehrgenerationenhaus;Kellereibergstraße 4;64720;Michelstadt;;06061942320;;info@awo-odenwald.de;Juhi_firmen;;
614;6732;;;;;Kinderhof Fürstengrund gGmbH;Fürstengrunder Straße 11;64732;Bad König;;060634142;;baumgaertl@kihof.de;Juhi_firmen;;
615;6733;;;;;Kinderheim Finkennest;Beinegasse 41-45;64739;Höchst;;;;;Juhi_firmen;;
616;6735;;;;;Erziehungsberatungsstelle;Marienstr. 16;64807;Dieburg;;;;;Juhi_firmen;;
617;6736;;;;;Kreisausschuss des Landkreises Darmstadt-Dieburg;Albinistraße 23;64807;Dieburg;;;;kreisverwaltung@ladadi.de;Juhi_firmen;;
618;6737;;;;;Heilpädagogische Initiativen e.V. Groß-Umstadt;Lutz-Krauss-Straße 2;64823;Groß-Umstadt;;;;tagesheim.gross-umstadt@t-online.de;Juhi_firmen;;
619;6738;;;;;Erziehungsberatungsstelle für Eltern, Kinder u. Jugendliche;Werner-Heisenberg-Straße 10;64823;Groß-Umstadt;;06078-931328;;Erziehungsberatung-GU@ladadi.de;Juhi_firmen;;
620;6739;;;;;St. Josephshaus;Georg-Dascher-Straße 5;64846;Groß Zimmern;;060714971859;;info@st-josephshaus.de;Juhi_firmen;;
621;6740;;;;;Mädchenzuflucht;Postfach 57 52;65047;Wiesbaden;;;;team@maedchenzuflucht.de;Juhi_firmen;;
622;6741;;;;;Wiesbadener Jugendhilfegesellschaft mbH;Friedrichstraße 26-28;65185;Wiesbaden;;0611174179;;;Juhi_firmen;;
623;6742;;;;;Ev. Verein für Innere Mission  in Nassau;Auguste-Viktoria-Str. 16;65185;Wiesbaden;;0611990090;;geschaeftsstelle@evim.de;Juhi_firmen;;
624;6743;;;;;Beratungsstelle für Eltern, Kinder und Jugendliche -Zentrum f. Beratung u. Therapie;Kaiser-Friedrich-Ring 5 1. Stock;65185;Wiesbaden;;;;kontakt@ZBT-DW-Wiesbaden.de;Juhi_firmen;;
625;6744;103513;;;;Hessisches Ministerium für Jugend, Familie, Gesundheit, Umwelt u. Energie;Dostojewskistraße 4;65187;Wiesbaden;;;;presse@hsm.hessen.de;Juhi_firmen;Hessisches Sozialministerium;
626;6745;;;;;Therapeutisches Kinderhaus Schröder;Nassauer Straße 3;65187;Wiesbaden;;;;info@kinderhaus-schroeder.de;Juhi_firmen;;
627;6746;;;;;Haus St. Hedwig;Kärntner Straße 13;65187;Wiesbaden;;;;thomas.ritter@cap-wiesbaden.de;Juhi_firmen;;
628;6747;;;;;Landeswohlfahrtsverband Hessen -Zweigverwaltung-;Frankfurter Straße 44;65189;Wiesbaden;;0612139881;;info@lwv-hessen.de;Juhi_firmen;;
629;6748;;;;;Jugendhilfeverbund Antoniusheim;Saturnstr. 18;65191;Wiesbaden;;;;margit.kamp@jugendhilfeverbund-antoniusheim.de;Juhi_firmen;;
630;6750;;;;;Jugendhilfeverbund Antoniusheim GmbH;Idsteiner Str. 105;65193;Wiesbaden;;06119548512;;info@jugendhilfeverbund-antoniusheim.de;Juhi_firmen;;
631;6752;104006;;;;EVIM Jugendhilfe;Jonas-Schmidt-Str. 2;65193;Wiesbaden;;;;;Juhi_firmen;Jugendhilfeverbund EVIM;
632;6753;;;;;Jugendhilfezentrum Johannesstift;Platter Straße 72-78;65193;Wiesbaden;;;;info@johannesstift.de;Juhi_firmen;;
633;6755;;;;;Magistrat der Landeshauptstadt, Amt f. Jugend, Soziales u. Wohnen;Kurt-Schumacher-Ring 2;65197;Wiesbaden;;0612140939;;dezernat.VI@wiesbaden.de;Juhi_firmen;;
634;9472;;;;;Jugendamt Wiesbaden, Abt. Kindertagesstätten;Kurt-Schumacher-Ring 2;65197;Wiesbaden;;0611312655;;;Kita_firmen;;
635;6756;104597;;;;Känguru Kindertagesstätte Schierstein;Ehrengartstraße 15;65201;Wiesbaden;;0611182830;;katharina.merdian@ifb-stiftung.de;Juhi_firmen;Känguru Kindertagesstätte;
636;9473;104597;;;;Känguru Kindertagesstätte Schierstein;Ehrengartstraße 15;65201;Wiesbaden;;06112387930;;bartz@kaenguru-gmbh.de;Kita_firmen;Känguru Kindertagesstätte;
637;6757;;;;;WJHG Verbund Maria-Goretti-Haus;Butterblumenweg 43350;65201;Wiesbaden;;;;skf@skf-trier.de;Juhi_firmen;;
638;6758;;;;;Rheingau-Taunus-Kreis, Fachdienst II.5;Heimbacher Straße 7;65307;Bad Schwalbach;;;;christiane.dietrich @rheingau - taunus.de;Juhi_firmen;;
639;6761;;;;;Kreisausschuss des Rheingau-Taunuskreises;Heimbacher Straße 7;65307;Bad Schwalbach;;;;boris.adolf@rheingau-taunus.de;Juhi_firmen;;
640;6759;;;;;Kreisausschuß d. Rheingau-Taunus-Kreises, Jugend- u. Soziales;Adolfstraße 34;65307;Bad Schwalbach;;;;boris.adolf@rheingau-taunus.de;Juhi_firmen;;
641;11512;;;;;Kath. Kindergarten St. Elisabeth Bad Schwalbach;Adolfstraße 34;65307;Bad Schwalbach;;061248165;;KitaStElisabethSWA@t-online.de;Kita_firmen;;
642;6760;;;;;Therapiedorf Villa Lilly - Kinderhaus Mini-Lilly;Adolphus-Busch-Allee;65307;Bad Schwalbach;;061242096;;villalilly@jj-ev.de;Juhi_firmen;;
643;6762;;;;;Kinder- und Jugendhaus Mock GmbH;Borngasse 9;65321;Heidenrod;;067725021;;kmockgmbh@jugendhaus-mock.de;Juhi_firmen;;
644;9476;;;;;Kinderhaus Rädiker;Auf dem Damm 21;65321;Heidenrod;;;;;Kita_firmen;;
645;6763;;;;;Kinderhaus Gertrud und Hermann Rädiker;Auf dem Damm 21;65321;Heidenrod - Laufenselden;;06120978583;;info@kinderhaus-raediker.de;Juhi_firmen;;
646;6764;;;;;Heilpädagogisches Kinderheim der IFB e.V.;Krailing 3;65321;Heidenrod - Laufenselden;;;;;Juhi_firmen;;
647;6765;;;;;Haus am Wellerstein gGmbH;Heidestraße 2;65326;Aarbergen - Michelbach;;0612090650;;volkerseibert@wellerstein.de;Juhi_firmen;;
648;13532;;;;;Kinderheim Alte Schule;Langgasse 27;65326;Aarbergen;;0612092298;;rudolf.hennemuth@kinderheim-alte-schule.de;Juhi_firmen;;
649;6766;;;;;Alte Schule Einrichtung für Kinder u. Jugendliche;Langgasse 27;65326;Aarbergen - Daisbach;;;;team@kinderheim-alte-schule.de;Juhi_firmen;;
650;6767;;;;;Kinder- und Jugendpsychiatrie -Rheinhöhe-;Klosterstraße 4;65343;Eltville am Rhein;;;;info@vitos-rheingau.de;Juhi_firmen;;
651;6768;;;;;Haus St. Hildegard;Sonnenbergstraße 45;65343;Eltville;;;;verwaltung.hsh@cap-wiesbaden.de;Juhi_firmen;;
652;6769;100523;;;;Bethanien Werke e.V.;Marienhöhe 1;65346;Eltville;;061236960;;eltville@bethanien-kinderdoerfer.de;Juhi_firmen;Bethanien Kinder- und Jugenddorf;
653;6770;;;;;Zentrum für Soziale Psychiatrie Rheinblick;Kloster-Eberbach-Str. 4;65346;Eltville;;;;info@vitos-rheingau.de;Juhi_firmen;;
654;6773;;;;;Städt. Kindergarten Rüdesheim;Marienthaler Straße 2;65385;Rüdesheim am Rhein - Nothgottes;;;;;Juhi_firmen;;
655;6774;;;;;Sankt Vincenzstift gGmbH;Vincenzstraße 60;65385;Rüdesheim-Aulhausen;;06722901-0;;mail@st-vincenzstift.de;Juhi_firmen;;
656;6771;;Frau;Ulrike;Hoppmann;;Vincenzstraße 60;65385;Rüdesheim - Aulhausen;;067229010;;;Juhi_personen;;
657;6775;;;;;AWO-Jugendhilfe Rheingau Gemeinsnützige Gesellschaft;Bingerpfortenstraße 26;65399;Kiedrich;;;;m-weyand@awo-hessensued.de;Juhi_firmen;;
658;6777;;;;;Kreisausschuß des Main-Taunus-Kreises -Jugendamt-;Am Kreishaus 43221;65450;Hofheim a. Taunus;;;;jugend-schulen-sport@mtk.org;Juhi_firmen;;
659;6778;109506;;;;Tagesgruppe Villa Blau;Heinrichstraße 8;65479;Raunheim;;06142-926330;;;Juhi_firmen;Tagesgruppe Villa Blau;
660;6779;;;;;Landeswohlfahrtsverband Hessen;Großer Feldbergweg 2;65510;Idstein;;06126945111;;info@lwv-hessen.de;Juhi_firmen;;
661;6780;;;;;SPZ Kalmenhof;Veitenmühlweg 10;65510;Idstein;;0612623242;;tg4@spz-kalemnhof.de;Juhi_firmen;;
662;6781;;;;;Sozialpäd. Zentrum Kalmenhof Wohngruppe Wallbach;Herrmann-Schuster-Str. 43;65510;Hünstetten;;;;info@vitos-kalmenhof.de;Juhi_firmen;;
663;6782;;;;;Teilstationäre Hilfen;Postfach 1320;65510;Idstein;;06126945110;;;Juhi_firmen;;
664;6783;;;;;Jugendhilfeverbund EVIM;Heuweg 8;65510;Hünstetten;;;;geschaeftsstelle@evim.de;Juhi_firmen;;
665;6785;;;;;Kreisausschuss Rheingau-Taunus-Kreis;Veitenmühlweg 5;65510;Idstein;;;;jan.federolf@rheingau-taunus.de;Juhi_firmen;;
666;6786;;;;;Jugendhilfeverbund EVIM;Erlenweg 1;65527;Niedernhausen;;;;geschaeftsstelle@evim.de;Juhi_firmen;;
667;6787;;;;;Caritasverband f. die Diözese Limburg e.V.;Schniede 73;65549;Limburg;;06431295510;;info@caritas-limburg.de;Juhi_firmen;;
668;6790;;;;;Kinder- und Jugendhaus Funk GmbH;Westerwaldstraße 3;65594;Runkel;;064821555;;info@kinderheim360.de;Juhi_firmen;;
669;6793;;;;;Caritas Heilpäd. Institut;Vincenzstr. 29;65719;Hofheim;;;;thomas.lange@caritas-frankfurt.de;Juhi_firmen;;
670;6794;;;;;Deutscher Elternverein e.V.;Brandenburger Weg 12;65719;Hofheim;;;;;Juhi_firmen;;
671;6795;;;;;Übergangswohnheim für Kinder u. Jugendliche;Altkönigweg 38a;65760;Eschborn - Niederhöchstadt;;;;awoueheim@t-online.de;Juhi_firmen;;
672;6796;;;;;Jugendwohngruppe Haus Bleistein;Rossertstraße 2;65779;Kelkheim;;;;bleistein@jj-ev.de;Juhi_firmen;;
673;6797;;;;;Arbeiterwohlfahrt Kreisverband Main-Taunus e.V.;Schulstraße 13;65795;Hattersheim;;061904513;;AWO.Main-Taunus@gmx.de;Juhi_firmen;;
674;6798;;;;;Albert-Schweitzer-Haus;Schulstraße 28;65795;Hattersheim;;;;;Juhi_firmen;;
675;6799;;;;;AWO-Jugendhilfeverbund Rhein-Main;Kasinostr. 6;65929;Frankfurt;;069370047916;;m-ruhnke@awo-hessensued.de;Juhi_firmen;;
676;6804;;Frau;Michael;Ruhnke;;Kasinostr. 6;65929;Frankfurt am Main;;;;;Juhi_personen;;
677;13545;;;;;Mundanis;Hans-Böckler-Straße 3;65929;Frankfurt-Unterliederbach;;;;mundanis@vae-ev.de;Juhi_firmen;;
678;6800;;;;;Verein Arbeits- und Erziehungshilfe e. V. - Mundanis;Hans-Böckler-Straße 3;65929;Frankfurt;;069308980-4;;mundanis@vae-ev.de;Juhi_firmen;;
679;1222;104003;Frau;Anne;Otting;;Euckenstraße 40;65929;Frankfurt am Main;;0693399060;01629701925;UMF1@awo-hessensued.de;Juhi_personen;Jugendhilfeverbund Rhein-Main;
680;6801;104003;Herr;;;AWO Jugendhilfeverbund Rhein-Main;Euckenstraße 40;65929;Frankfurt / Main;;06933990613;;a-raab@awo-hessensued.de;Juhi_firmen;Jugendhilfeverbund Rhein-Main;
681;6808;;;;;Beratungsstelle Nele;Dudweiler Str. 80;66111;Saarbrücken;;068132058;;nele-sb@t-online.de;Juhi_firmen;;
682;6809;;;;;Caritasklinik St. Theresia;Rheinstraße 2;66113;Saarbrücken;;;;info@caritasklinik.de;Juhi_firmen;;
683;6810;;;;;Innovative Pädagogik e.V.;Waldstraße 7;66113;Saarbrücken;;;;;Juhi_firmen;;
684;6811;;;;;Stadtverband Saarbrücken Jugendamt - Außenstelle Burbach;Serriger Straße 20;66115;Saarbrücken;;;;jugendamt-aussenstelle-burbach@rvsbr.de;Juhi_firmen;;
685;6812;;;;;Stadtverband Saarbrücken - Jugendamt -;Heuduckstraße 1;66117;Saarbrücken;;;;jugendamt-sd@rvsbr.de;Juhi_firmen;;
686;6813;;;;;Stadtverwaltung Kusel -Jugendamt-;Trierer Straße 49-51;66869;Kusel;;;;Carmen.Gutendorf@kv-kus.de;Juhi_firmen;;
687;6817;108019;;;;Kreisverwaltung Bad Dükheim;Philipp-Fauth-Str. 11;67098;Bad Dürkheim;;063229614609;;info@kreis-bad-duerkheim.de;Juhi_firmen;Singer, Anke;
688;6817;104653;;;;Kreisverwaltung Bad Dükheim;Philipp-Fauth-Str. 11;67098;Bad Dürkheim;;063229614609;;info@kreis-bad-duerkheim.de;Juhi_firmen;Kreisverwaltung Bad Dürkheim;
689;1449;108019;Frau;Anke;Singer;;Philipp-Fauth-Str. 11;67098;Bad Dürkheim;;;;;Juhi_personen;Singer, Anke;
690;1449;104653;Frau;Anke;Singer;;Philipp-Fauth-Str. 11;67098;Bad Dürkheim;;;;;Juhi_personen;Kreisverwaltung Bad Dürkheim;
691;6818;;;;;BFB Grünstadt;Wormser Straße 5;67269;Grünstadt;;;;gruenstadt@bfb-ev.de;Juhi_firmen;;
692;6821;109010;;;;Stadt Kaiserslautern;Willy-Brandt-Platz 1;67657;Kaiserslautern;;0631-3654083;;stadt@kaiserslautern.de;Juhi_firmen;Stadt Kaiserslautern;
693;6822;;;;;Zentralinstitut für seel. Gesundheit;Posftach 122120;68072;Mannheim;;;;info@zi-mannheim.de;Juhi_firmen;;
694;6824;;;;;Beratungsstelle für Eltern, Kinder und Jugendliche;Blücherstr. 26;68623;Lampertheim;;;;sekretariat@eb-lampertheim.de;Juhi_firmen;;
695;6825;;;;;Gästehaus Waldfried;Lotzenweg 38;69483;Wald-Michelbach;;;;;Juhi_firmen;;
696;6827;;;;;Landeswohlfahrtsverband Württemberg-Hohenzollern;Lindenspürstr. 39;70176;Stuttgart;;;;Gudrun.Mertens@lwv-wh.de;Juhi_firmen;;
697;6828;;;;;Evangelische Jugendhilfe Hochdorf;Schulweg 3;71686;Remseck am Neckar;;;;info@jugendhilfe-hochdorf.de;Juhi_firmen;;
698;6831;;;;;Martin-Bonhoeffer-Häuser;Lorettoplatz 30;72072;Tübingen;;070715671250;;bjwig@mbh-jugendhilfe.de;Juhi_firmen;;
699;6832;;;;;Landratsamt Zollernalbkreis;Hirschbergstraße 29;72336;Balingen;;;;jugendamt@zollernalbkreis.de;Juhi_firmen;;
700;6833;;;;;Ausbildungsbetriebe der Gustav-Werner-Stiftung;Max-Eyth-Str. 7;72793;Pfullingen;;;;ausbildungsverbund@bruderhausdiakonie.de;Juhi_firmen;;
701;6834;;;;;Christliches Jugenddorfwerk Deutschland e.V.;Teckstraße 23;73061;Ebersbach;;071639300;;cjd@cjd.de;Juhi_firmen;;
702;6838;101515;;;;Diakonische Jugendhilfe Region Heilbronn e.V.;Walder-Weissert-Str. 6;75031;Eppingen-Kleingartach;;;;;Juhi_firmen;Diakonische Jugendhilfe Region Heilbronn;
703;6841;;;;;Haus Mecki GmbH;Schönbüchweg 6-6a;77830;Bühlertal;;;;;Juhi_firmen;;
704;6842;;;;;Verein für Familien- u. Erziehungshilfe;Katzgasse 6;78462;Konstanz;;;;mail@familienhilfe-konstanz.de;Juhi_firmen;;
705;6843;;;;;Kinderheim Alte Post;Dorfstraße 4a;78591;Durchhausen;;0746437107;;info@kinderheim-altepost.de;Juhi_firmen;;
706;9618;;;;;Verband kath. Tageseinrichtungen f. Kinder-Bundesverband e. V.;Karlstraße 40;79104;Freiburg i.Br.;;;;;Kita_firmen;;
707;6844;;;;;Deutscher Caritasverband e.V.;Karlstraße 40;79104;Freiburg;;;;info@caritas.de;Juhi_firmen;;
708;6846;;;;;Katholische Erziehergemeinschaft in Bayern (KEG);Herzogspitalstr. 13;80331;München;;089644277;;keg-mch@t-online.de;Juhi_firmen;;
709;6847;;;;;Evang. Jugendhilfe München;Blutenburgstraße 71;80636;München;;;;ev.jugendhilfe@im-muenchen.de;Juhi_firmen;;
710;6848;;;;;SOS Kinderdorf e. V.;Renatastraße 77;80639;München;;089126060;;;Juhi_firmen;;
711;6849;;;;;Landratsamt München Abt. Öffentliches Gesundheitswesen;Mariahilfplatz 17 17;81541;München;;;;KissingF@lra-m.bayern.de;Juhi_firmen;;
712;6850;;;;;Amt für Kinder, Jugendliche u. Familien;Reichenbachstraße 8;83022;Rosenheim;;;;jugendamt@rosenheim.de;Juhi_firmen;;
713;6851;;;;;Jugendgemeinschaftswerk AWO Taunustein;Rathausplatz 18;83301;Traunreut;;;;info@awo-taunusstein.de;Juhi_firmen;;
714;6852;;;;;Jugendwohngruppe Schätzel;Hauptstraße 13;83395;Freilassing;;;;info@startklar-schaetzel.de;Juhi_firmen;;
715;6856;;;;;Oberlin e. V.;Kirchowstraße 6;89095;Ulm;;07319332190;;info@oberlin-ulm.de;Juhi_firmen;;
716;6859;;;;;Lernstube;Rathausplatz;91052;Erlangen;;09131-127845;;schmeida.christine@stadt.erlangen.de;Juhi_firmen;;
717;6860;;;;;SOS Jugendwohngemeinschaft;Am Färberhof 2;91052;Erlangen;;09131-26982;;;Juhi_firmen;;
718;6861;;;;;Rummelsberger Kinder- u. Jugendhilfe, Jugendhilfestation Neumarkt;Ingolstädter Str. 26;92318;Neumarkt;;;;;Juhi_firmen;;
719;6862;;Herr;;;Bruderhaus Diakonie Fahrradwerkstatt;Tübinger Str. 89;92762;Reutlingen;;;;info@die-fahrradwerkstatt.de;Juhi_firmen;;
720;6863;;;;;Diözesancaritasverband Passau Referat Jugendhilfe;Steinweg 8;94032;Passau;;;;info@caritas-passau.de;Juhi_firmen;;
721;6864;;;;;Kreiscaritasverband Deggendorf;Am Pferdemarkt 20;94469;Deggendorf;;;;info@caritas-deggendorf.de;Juhi_firmen;;
722;6865;;;;;Canisiusheim;Hornthalstraße 35;96047;Bamberg;;;;;Juhi_firmen;;
723;6866;;;;;Caritas Kinder- u. Jugendhilfe;Schützenstraße 21;96047;Bamberg;;09512081560;;awg-bamberg@haus-st-elisabeth.de;Juhi_firmen;;
724;6867;;;;;IPSG-Zentrum für Kinder-, Jugend- u. Familienhilfe;Mönchenwiesenweg 12;96479;Weitramsdorf-Weidach;;;;;Juhi_firmen;;
725;6868;;;;;Landratsamt -Kreisjugendamt-;Bahnhofstraße 66;96515;Sonneberg;;03675871422;;landratsamt@lkson.de;Juhi_firmen;;
726;6869;;;;;Kolping-Förderzentrum;Goerdelerstr. 3;97084;Würzburg;;;;christine.fabri@kolping-mainfranken.de;Juhi_firmen;;
727;6870;;;;;Landratsamt Main-Tauber-Kreis -Kreisjugendamt-;Museumstraße 2;97941;Tauberbischofsheim;;;;jugendamt@main-tauber-kreis.de;Juhi_firmen;;
728;6873;;;;;Landratsamt Ilm-Kreis - Außenstelle Ilmenau Jugendamt;Krankenhausstraße 12;98693;Ilmenau;;03677657-0;;landratsamt@ilm-kreis.de;Juhi_firmen;;
729;6874;;;;;Stadtverwaltung Erfurt -Jugendamt-;Steinplatz 1;99084;Erfurt;;03616554772;;Jugendamt@Erfurt.de;Juhi_firmen;;
730;6875;;;;;Thüringer Kultusministerium;Werner-Seelenbinder-Straße 7;99096;Erfurt;;;;tkm@thueringen.de;Juhi_firmen;;
731;6876;;;;;Landesamt für Soziales und Familie Landesjugendamt;Postfach 900354;99106;Erfurt;;;;Poststelle@tmsfg.thueringen.de;Juhi_firmen;;
732;6877;;;;;Landratsamt Ilm-Kreis -Jugendamt-;Erfurter Str. 26;99310;Arnstadt;;03628738-601;;landratsamt@ilm-kreis.de;Juhi_firmen;;
733;6879;;;;;Diakonisches Zentrum Sophien;Erfurter Straße 28;99423;Weimar;;03643-901870;;h.krech@diakonie-wl.de;Juhi_firmen;;
734;14899;;;;;Diakoniestiftung Weimar Bad Lobenstein gemeinnützige GmbH;Erfurter Straße 28;99423;Weimar;;03643901876;;K.Schaller-Kroner@diakonie-wl.de;Juhi_firmen;;
735;6880;;;;;Thüringer Ministerium für Soziales und Integration;Werner-Seelenbinder-Str. 6;99096;Erfurt;;03643769261;;presse@tmbwk.thueringen.de;Juhi_firmen;;
736;3503;;Frau;;Fackelmann;;Werner-Seelenbinder-Str. 6;99096;Erfurt;;;;barbara.fackelmann@tmsfg.thueringen.de;Juhi_personen;;
737;6881;;;;;Stadt Weimar - Jugendamt -;Schwanseestraße 17;99413;Weimar;;03643453386;;ralf.ermisch@stadtweimar.de;Juhi_firmen;;
738;6882;;;;;Landratsamt Weimar-Land - Jugendamt -;Bahnhofstraße 44;99503;Apolda;;;;post.jugendamt@wl.thueringen.de;Juhi_firmen;;
739;6883;;;;;Landratsamt - Jugendamt -  Kyffhäuserkreis;Markt 8;99706;Sondershausen;;03632600680;;jus@kyffhaeuser.de;Juhi_firmen;;
740;6884;;;;;Landratsamt - Jugendamt - Nordhausen;Grimmelallee 20;99734;Nordhausen;;03631911549;;Landratsamt.nordhausen@t-online.de;Juhi_firmen;;
741;6885;;;;;Stadtverwaltung Eisenach - Jugendamt -;Markt 22;99817;Eisenach;;03691670772;;jugendamt@eisenach.de;Juhi_firmen;;
742;6886;;;;;Caritas Kreisstelle Eisenach;Alexanderstr. 45;99817;Eisenach;;;;crsth@caritas-bistum-erfurt.de;Juhi_firmen;;
743;6887;;;;;Landratsamt Gotha - Jugendamt -;Humboldtstraße 18;99867;Gotha;;03621214316;;Jugend@kreis-gth.de;Juhi_firmen;;
744;6888;;;;;Landratsamt - Jugendamt -;Thamsbrücker Landstraße 20;99947;Bad Langensalza;;;;poststelle@lrauh.thueringen.de;Juhi_firmen;;
745;6889;;;;;Landratsamt - Jugendamt - Mühlhausen;Brunnenstraße 97;99974;Mühlhausen;;03601802266;;poststelle@lrauh.thueringen.de;Juhi_firmen;;
746;6891;;Herr;;;Diakonisches Werk Eichsfeld-Mühlhausen e.V.;August-Bebel-Straße 66;99974;Mühlhausen/Thüringen;;03601421289;;geschaeftsstelle@diakonie-muehlhausen.de;Juhi_firmen;;
747;6901;;;;;Kreisjugendamt;Amtshausstraße 6;32051;Herford;;;;info@kreis-herford.de;Juhi_firmen;;
748;6902;;;;;Jugendamt Vlotho;Amtshausstr. 3;32051;Vlotho;;05221130;;info@kreis-herford.de;Juhi_firmen;;
749;6903;;;;;Jugendamt Herford;Rathausplatz 1;32052;Herford;;052211890;;info@herford.de;Juhi_firmen;;
750;6904;;;;;Jugendamt Bad Salzuflen;Rudolf-Brandes-Allee 19;32105;Bad Salzuflen;;05222952452;;stadt@bad-salzuflen.de;Juhi_firmen;;
751;6905;;;;;Jugendamt Minden;Kleiner Domhof 17;32423;Minden;;;;r.mohnfeld@minden.de;Juhi_firmen;;
752;6906;;;;;Jugendamt Lübbecke;Portastraße 13;32423;Minden;;05718070;;info@minden-luebbecke.de;Juhi_firmen;;
753;6907;;;;;Jugendamt Porta Westfalica;Haupstraße 14;32457;Porta Westfalica;;05717910;;jugendamt@portawestfalica.de;Juhi_firmen;;
754;6908;;;;;Jugendamt Bad Oeynhausen;Steinstr. 20;32543;Bad Oeynhausen;;05731140;;info@badoeynhausen.de;Juhi_firmen;;
755;6910;;;;;Jugendamt Stadt Detmold;Wittekindstr. 7;32578;Detmold;;05231977-971;;jugendamt@detmold.de;Juhi_firmen;;
756;6911;;;;;Jugendamt Löhne;Alte Bünder Straße 14;32584;Löhne;;057321000;;post@loehne.de;Juhi_firmen;;
757;6912;;;;;Jugendamt Lemgo;Kramerstraße 4;32655;Lemgo;;052612130;;info@lemgo.de;Juhi_firmen;;
758;6915;;;;;Jugendförderung Kreis Lippe;Felix-Felchenbach Straße 5;32756;Detmold;;05231620;;k.luekermann@lippe.de;Juhi_firmen;;
759;6916;;;;;Jugendamt Lage;Bergstraße 2;32791;Lage;;052326010;;d.pahmeier@lage.de;Juhi_firmen;;
760;6918;;;;;Jugendamt Paderborn;Am Abdinghof 11;33098;Paderborn;;05251880;;info@paderborn.de;Juhi_firmen;;
761;6919;;;;;Jugendamt Bad Lippspringe;Aldegreverstraße 10-14;33102;Paderborn;;052513080;;kreisverwaltung@kreis-paderborn.de;Juhi_firmen;;
762;6920;;;;;Jugendamt Borchen;Aldegreverstr. 41913;33102;Borchen;;052513080;;info@borchen.de;Juhi_firmen;;
763;6921;;;;;Jugendamt Gütersloh;Herzebrocker Str. 140;33334;Gütersloh;;05241850;;kreisgt@gt-net.de;Juhi_firmen;;
764;6923;;;;;Jugendamt Bielefeld;Niederwall 23;33602;Bielefeld;;;;jugendamt@bielefeld.de;Juhi_firmen;;
765;6927;;;;;Kreisausschuss des Landkreises Kassel -Jugendamt-;Wilhelmshöher Allee 19-21;34117;Kassel;;;;manfred-schilling@landkreiskassel.de;Juhi_firmen;;
766;6928;;;;;Landesjugendamt Hessen;Wilhelmshöher Allee 157-159;34121;Kassel;;;;sabine.stahl@hsm.hessen.de;Juhi_firmen;;
767;6929;;;;;Kinder- und Jugendhaus IAKCHOS gGmbH;Ludwig-Erhard-Str. 34;34131;Kassel;;056139385;;info@gzm-kassel.de;Juhi_firmen;;
768;6930;;;;;Landkreis Kassel Jugendamt-Kindertagespflege;Wilhelmshöher Allee 19a;34177;Kassel;;;;elke-diehl@landkreiskassel.de;Juhi_firmen;;
769;6931;;;;;Gemeinde Malsfeld;Lindenstraße 1;34323;Malsfeld;;;;info@malsfeld.eu;Juhi_firmen;;
770;6932;;;;;Kreis Jugendamt Höxter / Nebenstelle;Bahnhofstraße 26;34414;Warburg;;;;a.schiller@kreis-hoexter.de;Juhi_firmen;;
